ID_UNIQUE_ESP;X_CODE_PORTE_ESP;X_DIN_UTIL;X_ABR_T_ESP_DIN;X_ABR_CODE_CUS;N_TAUX_ACTIVITE_SAP;N_NB_PERSONNES
6402;PH A1 402;2.1.A;2-1;BURE;100;1;
6405;PH A1 412;2.1.A;2-1;BURE;180;3;
6418;PH A2 354;2.1.A;2-1;BURE;100;1;
6419;PH A2 364;2.1.A;2-1;BURE;100;4;
6421;PH A2 382;2.1.A;2-1;BURE;50;2;
6422;PH A2 392;2.1.A;2-1;BURE;60;2;
6423;PH A2 397;2.1.A;2-1;BURE;300;4;
6424;PH A2 402;2.1.A;2-1;BURE;;1;
6425;PH A2 407;2.1.A;2-1;BURE;600;6;
6427;PH A2 412;2.1.A;2-1;BURE;70;1;
6455;PH B0 407;3.4.V;3-4;LABO;100;1;
6487;PH B2 401;2.1.A;2-1;BURE;20;1;
6488;PH B2 402;2.1.A;2-1;BURE;100;2;
6489;PH B2 405;2.1.A;2-1;BURE;80;2;
6491;PH B2 408;2.1.A;2-1;BURE;100;3;
6498;PH C0 402;3.4.V;3-4;LABO;100;1;
6532;PH C2 424;2.1.A;2-1;BURE;100;1;
6534;PH C2 434;2.1.A;2-1;BURE;125;3;
6559;PH C3 444;3.4.V;3-4;LABO;100;1;
6564;PH C3 484;2.1.A;2-1;BURE;155;2;
6566;PH C3 494;2.1.A;2-1;BURE;100;1;
6592;PH D0 397;3.2.A;3-2;LABO;200;4;
6593;PH D0 398;3.2.A;3-2;LABO;100;1;
6596;PH D0 435;2.7.A;2-7;BURE;100;1;
6621;PH D1 325;5.3.K;5-3;SACO;100;4;
6629;PH D1 389;2.1.A;2-1;BURE;100;2;
6635;PH D1 399;2.1.A;2-1;BURE;100;1;
6654;PH D2 335;2.1.A;2-1;BURE;400;5;
6655;PH D2 344;2.1.A;2-1;BURE;150;2;
6656;PH D2 345;2.1.A;2-1;BURE;200;2;
6657;PH D2 354;2.1.A;2-1;BURE;200;3;
6658;PH D2 355;2.1.A;2-1;BURE;100;1;
6659;PH D2 364;2.1.A;2-1;BURE;;3;
6660;PH D2 365;2.1.A;2-1;BURE;50;1;
6661;PH D2 375;2.1.A;2-1;BURE;300;3;
6662;PH D2 389;2.1.A;2-1;BURE;100;2;
6663;PH D2 390;2.1.A;2-1;BURE;200;3;
6664;PH D2 391;2.1.A;2-1;BURE;300;3;
6665;PH D2 392;2.1.A;2-1;BURE;100;1;
6666;PH D2 397;2.1.A;2-1;BURE;219;3;
6667;PH D2 398;2.1.A;2-1;BURE;125;2;
6668;PH D2 399;2.1.A;2-1;BURE;200;3;
6671;PH D2 408;2.1.A;2-1;BURE;200;3;
6672;PH D2 424;2.1.A;2-1;BURE;300;4;
6673;PH D2 425;2.1.A;2-1;BURE;100;2;
6674;PH D2 434;2.1.A;2-1;BURE;100;1;
6675;PH D2 435;2.1.A;2-1;BURE;90;4;
6676;PH D2 444;2.1.A;2-1;BURE;100;1;
6677;PH D2 445;2.1.A;2-1;BURE;100;3;
6678;PH D2 454;2.1.A;2-1;BURE;100;2;
6679;PH D2 455;2.1.A;2-1;BURE;100;3;
6680;PH D2 464;2.1.A;2-1;BURE;0;2;
6681;PH D2 465;2.1.A;2-1;BURE;;2;
6682;PH D2 474;2.1.A;2-1;BURE;100;2;
6683;PH D2 475;2.1.A;2-1;BURE;50;2;
6684;PH D2 484;2.1.A;2-1;BURE;200;2;
6685;PH D2 485;2.1.A;2-1;BURE;100;1;
6686;PH D2 494;2.1.A;2-1;BURE;100;3;
6687;PH D2 495;2.1.A;2-1;BURE;;2;
6710;PH D3 314;2.1.A;2-1;BURE;100;1;
6711;PH D3 315;2.1.A;2-1;BURE;300;5;
6712;PH D3 325;2.1.A;2-1;BURE;230;3;
6713;PH D3 334;2.1.A;2-1;BURE;100;6;
6714;PH D3 335;2.1.A;2-1;BURE;200;2;
6715;PH D3 344;2.1.A;2-1;BURE;100;2;
6716;PH D3 345;2.1.A;2-1;BURE;300;4;
6717;PH D3 354;2.1.A;2-1;BURE;170;4;
6719;PH D3 364;2.1.A;2-1;BURE;80;2;
6720;PH D3 365;2.1.A;2-1;BURE;400;4;
6722;PH D3 385;2.1.A;2-1;BURE;100;2;
6723;PH D3 395;2.1.A;2-1;BURE;220;3;
6724;PH D3 424;2.1.A;2-1;BURE;80;2;
6725;PH D3 425;2.1.A;2-1;BURE;100;2;
6726;PH D3 434;2.1.A;2-1;BURE;110;3;
6727;PH D3 435;2.1.A;2-1;BURE;100;5;
6730;PH D3 455;2.1.A;2-1;BURE;150;4;
6731;PH D3 465;2.1.A;2-1;BURE;100;2;
6733;PH D3 475;2.1.A;2-1;BURE;100;3;
6734;PH D3 485;2.1.A;2-1;BURE;100;3;
6736;PH D3 495;2.1.A;2-1;BURE;100;1;
6755;PH H0 422;3.2.B;3-2;LABO;200;2;
6757;PH H0 432;3.2.B;3-2;LABO;100;1;
6760;PH H0 442;3.2.A;3-2;LABO;100;2;
6774;PH H0 505;2.1.A;2-1;BURE;200;2;
6775;PH H0 514;2.1.A;2-1;BURE;100;1;
6776;PH H0 515;2.1.A;2-1;BURE;100;1;
6784;PH H1 422;2.1.A;2-1;BURE;100;2;
6787;PH H1 432;2.1.A;2-1;BURE;100;1;
6794;PH H1 447;2.1.A;2-1;BURE;200;2;
6796;PH H1 457;2.1.A;2-1;BURE;120;6;
6797;PH H1 462;2.1.A;2-1;BURE;;2;
6798;PH H1 467;2.1.A;2-1;BURE;100;1;
6799;PH H1 472;2.1.A;2-1;BURE;100;1;
6802;PH H1 482;2.1.A;2-1;BURE;;4;
6803;PH H1 487;2.1.A;2-1;BURE;;3;
6804;PH H1 492;2.1.A;2-1;BURE;0;1;
6805;PH H1 497;2.1.A;2-1;BURE;100;2;
6806;PH H1 504;2.1.A;2-1;BURE;300;3;
6807;PH H1 505;2.1.A;2-1;BURE;80;3;
6808;PH H1 514;2.1.A;2-1;BURE;100;1;
6809;PH H1 515;2.1.A;2-1;BURE;100;1;
6816;PH H2 424;2.1.A;2-1;BURE;65;4;
6817;PH H2 425;2.1.A;2-1;BURE;200;2;
6818;PH H2 434;2.1.A;2-1;BURE;200;2;
6819;PH H2 435;2.1.A;2-1;BURE;100;1;
6821;PH H2 445;2.1.A;2-1;BURE;200;2;
6822;PH H2 454;2.1.A;2-1;BURE;200;3;
6823;PH H2 455;2.1.A;2-1;BURE;100;2;
6824;PH H2 462;2.1.A;2-1;BURE;200;2;
6825;PH H2 467;2.1.A;2-1;BURE;100;2;
6828;PH H2 477;2.1.A;2-1;BURE;100;3;
6829;PH H2 482;2.1.A;2-1;BURE;150;9;
6830;PH H2 487;2.1.A;2-1;BURE;100;2;
6831;PH H2 492;2.1.A;2-1;BURE;;7;
6832;PH H2 497;2.1.A;2-1;BURE;100;1;
6833;PH H2 504;2.1.A;2-1;BURE;200;2;
6834;PH H2 505;2.1.A;2-1;BURE;100;2;
6835;PH H2 514;2.1.A;2-1;BURE;;2;
6836;PH H2 515;2.1.A;2-1;BURE;200;2;
6845;PH D3 374;2.1.A;2-1;BURE;200;3;
6861;PH J0 491;3.4.B;3-4;LABO;100;1;
6862;PH J0 492;2.1.A;2-1;BURE;100;1;
6864;PH J0 511;3.4.A;3-4;LABO;100;1;
6865;PH J0 520;3.4.A;3-4;LABO;100;1;
6941;PH K1 510;3.4.A;3-4;LABO;100;1;
6992;PH L1 489;2.1.A;2-1;BURE;100;1;
6993;PH L1 490;2.1.A;2-1;BURE;100;3;
6994;PH L1 491;2.1.A;2-1;BURE;100;1;
6995;PH L1 492;2.1.A;2-1;BURE;200;2;
6999;PH L1 496;2.1.A;2-1;BURE;50;1;
7055;PPB 012;2.1.A;2-1;BURE;100;1;
7056;PPB 013;2.1.A;2-1;BURE;100;1;
7057;PPB 014;2.1.A;2-1;BURE;300;3;
7073;PPB 111;2.1.A;2-1;BURE;100;2;
7074;PPB 112;2.1.A;2-1;BURE;200;2;
7075;PPB 113;2.1.A;2-1;BURE;200;2;
7076;PPB 114;2.1.A;2-1;BURE;100;2;
7077;PPB 115;2.1.A;2-1;BURE;100;1;
7078;PPB 116;2.1.A;2-1;BURE;100;2;
7079;PPB 117;2.1.A;2-1;BURE;200;2;
7080;PPB 118;2.1.A;2-1;BURE;200;5;
7081;PPB 119;2.1.A;2-1;BURE;50;2;
7082;PPB 120;2.1.A;2-1;BURE;100;1;
7083;PPB 121;2.1.A;2-1;BURE;100;2;
7084;PPB 122;2.1.A;2-1;BURE;50;2;
7085;PPB 123;2.1.A;2-1;BURE;100;1;
7086;PPB 124;2.1.A;2-1;BURE;;1;
7087;PPB 125;2.1.A;2-1;BURE;100;1;
7095;PPB 210;2.1.A;2-1;BURE;300;3;
7096;PPB 211;2.1.A;2-1;BURE;200;2;
7097;PPB 212;2.1.A;2-1;BURE;200;2;
7098;PPB 213;2.1.A;2-1;BURE;100;1;
7099;PPB 214;2.1.A;2-1;BURE;100;1;
7101;PPB 216;2.1.A;2-1;BURE;100;1;
7102;PPB 217;2.1.A;2-1;BURE;100;1;
7103;PPB 218;2.1.A;2-1;BURE;150;2;
7104;PPB 219;2.1.A;2-1;BURE;100;2;
7105;PPB 220;2.1.A;2-1;BURE;140;2;
7106;PPB 221;2.1.A;2-1;BURE;50;1;
7107;PPB 222;2.1.A;2-1;BURE;100;1;
7108;PPB 223;2.1.A;2-1;BURE;100;2;
7109;PPB 224;2.1.A;2-1;BURE;100;2;
7110;PPB 225;2.1.A;2-1;BURE;100;2;
7120;PPB 311;2.1.A;2-1;BURE;50;1;
7121;PPB 312;2.1.A;2-1;BURE;200;2;
7122;PPB 313;2.1.A;2-1;BURE;100;2;
7123;PPB 314;2.1.A;2-1;BURE;100;2;
7124;PPB 315;2.1.A;2-1;BURE;100;2;
7126;PPB 318;2.1.A;2-1;BURE;100;2;
7127;PPB 320;2.1.A;2-1;BURE;100;2;
7128;PPB 321;2.1.A;2-1;BURE;100;1;
7129;PPB 322;2.1.A;2-1;BURE;100;1;
7130;PPB 323;2.1.A;2-1;BURE;180;2;
7131;PPB 324;2.1.A;2-1;BURE;100;1;
7132;PPB 325;2.1.A;2-1;BURE;100;1;
7161;PPH 031;3.2.A;3-2;LABO;200;3;
7163;PPH 043;3.2.A;3-2;LABO;100;2;
7164;PPH 053;3.2.A;3-2;LABO;50;1;
7165;PPH 062;2.1.A;2-1;BURE;100;2;
7167;PPH 072;3.4.A;3-4;LABO;100;1;
7168;PPH 074;3.4.A;3-4;LABO;100;2;
7212;PPH 219;3.2.B;3-2;LABO;100;2;
7214;PPH 225;3.2.B;3-2;LABO;100;2;
7215;PPH 230;2.1.A;2-1;BURE;50;1;
7216;PPH 231;2.1.A;2-1;BURE;100;1;
7218;PPH 233;3.2.B;3-2;LABO;250;3;
7219;PPH 239;2.1.A;2-1;BURE;100;2;
7220;PPH 240;2.1.A;2-1;BURE;100;2;
7221;PPH 241;2.1.A;2-1;BURE;200;5;
7222;PPH 251;2.1.A;2-1;BURE;100;2;
7224;PPH 269;2.8.A;2-8;BURE;100;1;
7225;PPH 273;2.2.A;2-2;BURE;400;4;
7227;PPH 277;2.2.A;2-2;BURE;500;5;
7230;PPH 283;3.4.A;3-4;LABO;300;6;
7231;PPH 285;3.4.A;3-4;LABO;75;2;
7254;PPH 319;2.1.A;2-1;BURE;100;2;
7257;PPH 327;2.2.A;2-2;BURE;240;4;
7258;PPH 330;2.1.A;2-1;BURE;100;1;
7259;PPH 331;2.1.A;2-1;BURE;100;2;
7260;PPH 332;2.1.A;2-1;BURE;200;2;
7261;PPH 333;2.1.A;2-1;BURE;50;1;
7262;PPH 334;2.1.A;2-1;BURE;270;3;
7263;PPH 335;2.1.A;2-1;BURE;95;1;
7264;PPH 336;2.1.A;2-1;BURE;180;2;
7265;PPH 337;2.1.A;2-1;BURE;180;2;
7268;PPH 340;2.1.A;2-1;BURE;80;1;
7271;PPH 351;2.1.A;2-1;BURE;;1;
7272;PPH 360;2.1.A;2-1;BURE;80;2;
7274;PPH 373;2.2.B;2-2;BURE;300;5;
7276;PPH 380;2.1.A;2-1;BURE;100;2;
7277;PPH 381;2.1.A;2-1;BURE;50;2;
7278;PPH 382;2.1.A;2-1;BURE;100;2;
7279;PPH 383;3.2.A;3-2;LABO;480;6;
7280;PPH 389;2.1.A;2-1;BURE;80;1;
7301;PPH 922;3.4.B;3-4;LABO;200;3;
7348;TCV 020;2.6.A;2-6;BURE;50;1;
7349;TCV 022;9.1.A;9-1;DIVE;50;1;
7351;TCV 025;3.2.A;3-2;LABO;78;1;
7361;TCV 078;3.2.A;3-2;LABO;100;1;
7363;TCV 085;3.2.A;3-2;LABO;50;1;
7391;TCV 122;9.1.A;9-1;DIVE;50;1;
7427;TCV 228;4.1.B;4-1;ARCH;100;1;
8053;BM 9233;3.4.R;3-4;LABO;60;1;
8093;BM 0126;2.7.A;2-7;BURE;100;1;
8094;BM 0127;2.1.A;2-1;BURE;400;5;
8095;BM 0128A;3.2.0;3-2;LABO;100;2;
8096;BM 0132;3.2.0;3-2;LABO;200;3;
8097;BM 0135;3.4.R;3-4;LABO;100;1;
8104;BM 0235;3.3.R;3-3;LABO;100;2;
8147;BM 1124;2.1.A;2-1;BURE;200;2;
8148;BM 1125;2.1.A;2-1;BURE;100;2;
8149;BM 1126;2.1.A;2-1;BURE;200;2;
8150;BM 1127;2.1.A;2-1;BURE;180;2;
8151;BM 1128;2.1.A;2-1;BURE;200;2;
8152;BM 1129;2.1.A;2-1;BURE;500;6;
8154;BM 1135;2.2.A;2-2;BURE;400;4;
8187;BM 2106;2.1.A;2-1;BURE;100;4;
8188;BM 2107;2.1.A;2-1;BURE;130;5;
8189;BM 2108;2.1.A;2-1;BURE;500;6;
8190;BM 2109;2.1.A;2-1;BURE;100;3;
8191;BM 2110;2.1.A;2-1;BURE;100;3;
8192;BM 2111;2.1.A;2-1;BURE;100;2;
8194;BM 2116;3.4.0;3-4;LABO;600;7;
8197;BM 2131;3.4.R;3-4;LABO;400;6;
8230;BM 3106;2.1.A;2-1;BURE;200;2;
8231;BM 3107;2.1.A;2-1;BURE;100;1;
8232;BM 3108;2.1.A;2-1;BURE;80;2;
8233;BM 3109;2.1.A;2-1;BURE;100;3;
8234;BM 3110;2.1.A;2-1;BURE;100;5;
8235;BM 3111;2.1.A;2-1;BURE;200;3;
8236;BM 3112;2.1.A;2-1;BURE;400;5;
8237;BM 3113;2.1.A;2-1;BURE;300;4;
8238;BM 3114;2.1.A;2-1;BURE;50;4;
8239;BM 3115;2.1.A;2-1;BURE;330;8;
8240;BM 3116;2.1.A;2-1;BURE;350;7;
8241;BM 3117;2.1.A;2-1;BURE;200;4;
8242;BM 3118;2.1.A;2-1;BURE;200;3;
8243;BM 3119;2.1.A;2-1;BURE;300;3;
8244;BM 3124;2.1.A;2-1;BURE;300;4;
8245;BM 3125;2.1.A;2-1;BURE;300;3;
8246;BM 3126;2.1.A;2-1;BURE;100;3;
8247;BM 3127;2.1.A;2-1;BURE;100;2;
8248;BM 3128;2.1.A;2-1;BURE;100;2;
8249;BM 3129;2.1.A;2-1;BURE;100;2;
8250;BM 3130;2.1.A;2-1;BURE;100;1;
8251;BM 3131;2.1.A;2-1;BURE;100;1;
8252;BM 3132;2.1.A;2-1;BURE;100;1;
8253;BM 3133;2.1.A;2-1;BURE;200;2;
8254;BM 3134;2.1.A;2-1;BURE;200;4;
8255;BM 3135;2.1.A;2-1;BURE;200;2;
8256;BM 3202;2.2.A;2-2;BURE;800;10;
8264;BM 3219;2.2.A;2-2;BURE;320;10;
8307;BM 4106;3.4.A;3-4;LABO;400;4;
8308;BM 4107;2.1.A;2-1;BURE;400;4;
8309;BM 4108;2.1.A;2-1;BURE;150;3;
8310;BM 4109;2.1.A;2-1;BURE;230;4;
8311;BM 4110;2.1.A;2-1;BURE;400;5;
8315;BM 4111;2.1.A;2-1;BURE;100;2;
8316;BM 4112;2.1.A;2-1;BURE;100;3;
8317;BM 4113;2.1.A;2-1;BURE;450;5;
8323;BM 4114;2.1.A;2-1;BURE;;3;
8324;BM 4115;2.1.A;2-1;BURE;400;5;
8325;BM 4116;2.1.A;2-1;BURE;100;2;
8326;BM 4117;2.1.A;2-1;BURE;;5;
8327;BM 4118;2.1.A;2-1;BURE;100;1;
8328;BM 4119;2.1.A;2-1;BURE;250;3;
8329;BM 4124;2.1.A;2-1;BURE;100;5;
8330;BM 4125;2.1.A;2-1;BURE;;3;
8331;BM 4126;2.1.A;2-1;BURE;220;3;
8332;BM 4127;2.1.A;2-1;BURE;100;3;
8333;BM 4128;2.1.A;2-1;BURE;;3;
8334;BM 4129;2.1.A;2-1;BURE;;6;
8335;BM 4132;3.2.B;3-2;LABO;200;5;
8336;BM 4133;2.1.A;2-1;BURE;;5;
8337;BM 4134;2.1.A;2-1;BURE;60;2;
8338;BM 4135;2.1.A;2-1;BURE;100;2;
8342;BM 4206;2.2.A;2-2;BURE;300;5;
8356;BM 4224;3.4.R;3-4;LABO;100;1;
8359;BM 4227;3.4.R;3-4;LABO;90;1;
8405;GR B2 392;2.1.A;2-1;BURE;100;1;
8406;GR B2 399;2.1.A;2-1;BURE;200;2;
8407;GR B2 400;2.1.A;2-1;BURE;100;4;
8408;GR B2 401;2.1.A;2-1;BURE;140;2;
8409;GR B2 402;2.1.A;2-1;BURE;60;4;
8410;CO 050;2.1.A;2-1;BURE;;1;
8412;CH F1 582;2.1.A;2-1;BURE;;1;
8413;CH F1 592;2.1.A;2-1;BURE;100;2;
8416;CE 2 542;2.1.A;2-1;BURE;;1;
8460;BM 0141;2.2.A;2-2;BURE;500;6;
8482;BM 1139;2.1.A;2-1;BURE;200;2;
8483;BM 1143;2.1.A;2-1;BURE;300;4;
8502;BM 2137;2.1.A;2-1;BURE;300;3;
8503;BM 2138;2.1.A;2-1;BURE;450;5;
8504;BM 2139;2.1.A;2-1;BURE;360;6;
8505;BM 2140;2.1.A;2-1;BURE;100;2;
8506;BM 2141;2.1.A;2-1;BURE;100;3;
8507;BM 2142;2.1.A;2-1;BURE;600;7;
8508;BM 2143;2.1.A;2-1;BURE;500;5;
8524;BM 3136;2.1.A;2-1;BURE;100;2;
8525;BM 3137;2.1.A;2-1;BURE;50;2;
8526;BM 3138;2.1.A;2-1;BURE;120;3;
8527;BM 3139;2.1.A;2-1;BURE;100;2;
8528;BM 3140;2.1.A;2-1;BURE;100;2;
8529;BM 3141;2.1.A;2-1;BURE;100;1;
8530;BM 3142;2.1.A;2-1;BURE;180;5;
8531;BM 3143;2.1.A;2-1;BURE;100;3;
8533;BM 3239;3.4.R;3-4;LABO;200;3;
8553;BM 4136;2.1.A;2-1;BURE;100;2;
8554;BM 4137;2.1.A;2-1;BURE;100;1;
8555;BM 4138;2.1.A;2-1;BURE;300;3;
8556;BM 4139;2.1.A;2-1;BURE;300;4;
8557;BM 4140;2.1.A;2-1;BURE;300;3;
8558;BM 4141;2.1.A;2-1;BURE;300;4;
8559;BM 4142;2.1.A;2-1;BURE;300;4;
8564;BM 4243;3.4.R;3-4;LABO;100;2;
8566;BM 4247;3.4.R;3-4;LABO;200;2;
8578;BM 5136;2.1.A;2-1;BURE;;1;
8579;BM 5137;2.1.A;2-1;BURE;;1;
8580;BM 5138;2.1.A;2-1;BURE;300;5;
8581;BM 5139;2.1.A;2-1;BURE;300;3;
8582;BM 5140;2.1.A;2-1;BURE;100;1;
8583;BM 5141;2.1.A;2-1;BURE;300;3;
8584;BM 5142;2.1.A;2-1;BURE;100;3;
8585;BM 5143;2.1.A;2-1;BURE;100;2;
8587;CH G0 616;2.1.A;2-1;BURE;100;1;
8590;CH G0 627;2.1.A;2-1;BURE;200;4;
8591;CH G0 628;2.1.A;2-1;BURE;100;4;
8594;CH H0 622;3.5.B;3-5;LABO;;1;
8597;CH H1 621;2.1.A;2-1;BURE;100;3;
8598;CH H1 622;2.1.A;2-1;BURE;80;2;
8603;BS 143;2.2.A;2-2;BURE;360;4;
8604;MA C0 639;2.1.A;2-1;BURE;100;1;
8652;PH L1 500;2.2.A;2-2;BURE;;2;
8654;MA C2 622;2.1.A;2-1;BURE;200;2;
8655;ME A1 404;2.1.A;2-1;BURE;;1;
8707;BP 0221;2.7.A;2-7;BURE;100;1;
8709;BP 0226;2.1.A;2-1;BURE;240;3;
8711;BP 0237;2.8.A;2-8;BURE;310;4;
8713;BP 0239;2.8.A;2-8;BURE;100;2;
8714;BP 0243;2.8.A;2-8;BURE;100;1;
8715;BP 0245;2.1.A;2-1;BURE;100;1;
8741;BP 1130;2.1.A;2-1;BURE;340;4;
8742;BP 1133;2.3.A;2-3;BURE;100;1;
8743;BP 1135;2.1.A;2-1;BURE;270;6;
8744;BP 1137;2.1.A;2-1;BURE;200;2;
8747;BP 1143;2.1.A;2-1;BURE;;3;
8748;BP 1145;2.1.A;2-1;BURE;200;2;
8752;BP 1224;2.1.A;2-1;BURE;100;1;
8754;BP 1229;2.1.B;2-1;BURE;180;2;
8755;BP 1233;2.2.B;2-2;BURE;310;5;
8756;BP 1234;2.1.A;2-1;BURE;200;2;
8757;BP 1235;2.1.A;2-1;BURE;100;1;
8759;BP 1237;2.1.A;2-1;BURE;180;3;
8760;BP 1238;2.1.A;2-1;BURE;280;3;
8761;BP 1240;2.1.A;2-1;BURE;380;4;
8762;BP 1241;2.1.A;2-1;BURE;70;1;
8763;BP 1242;2.1.A;2-1;BURE;120;2;
8764;BP 1244;2.1.B;2-1;BURE;270;3;
8765;BP 1245;2.1.A;2-1;BURE;90;1;
8786;BP 2123;2.1.A;2-1;BURE;200;2;
8787;BP 2124;2.1.A;2-1;BURE;100;1;
8788;BP 2126;2.1.A;2-1;BURE;230;3;
8789;BP 2127;2.1.A;2-1;BURE;150;2;
8790;BP 2129;2.3.A;2-3;BURE;80;4;
8791;BP 2130;2.1.A;2-1;BURE;150;2;
8792;BP 2131;2.1.A;2-1;BURE;100;4;
8794;BP 2135;2.1.A;2-1;BURE;175;4;
8795;BP 2136;2.1.A;2-1;BURE;100;2;
8796;BP 2137;2.1.A;2-1;BURE;100;2;
8797;BP 2138;2.1.A;2-1;BURE;160;4;
8798;BP 2140;2.1.A;2-1;BURE;250;5;
8802;BP 2142;2.2.A;2-2;BURE;300;4;
8803;BP 2145;2.1.A;2-1;BURE;60;1;
8804;BP 2220;2.1.A;2-1;BURE;100;1;
8805;BP 2221;2.1.A;2-1;BURE;100;2;
8806;BP 2222;2.1.A;2-1;BURE;100;5;
8808;BP 2224;5.4.A;5-4;BIBL;310;6;
8809;BP 2225;2.1.A;2-1;BURE;120;3;
8810;BP 2226;2.1.A;2-1;BURE;80;5;
8811;BP 2227;2.1.A;2-1;BURE;140;3;
8812;BP 2228;2.1.A;2-1;BURE;70;3;
8813;BP 2229;2.1.A;2-1;BURE;100;3;
8814;BP 2230;2.1.A;2-1;BURE;50;2;
8815;BP 2231;2.1.A;2-1;BURE;100;1;
8816;BP 2232;2.1.A;2-1;BURE;70;1;
8818;BP 2234;2.1.A;2-1;BURE;50;1;
8819;BP 2235;2.1.A;2-1;BURE;150;3;
8821;BP 2237;2.1.A;2-1;BURE;50;2;
8822;BP 2238;2.1.A;2-1;BURE;100;2;
8823;BP 2239;2.1.A;2-1;BURE;100;3;
8824;BP 2240;2.1.A;2-1;BURE;50;2;
8827;BP 2243;2.1.A;2-1;BURE;80;3;
8828;BP 2244;2.1.A;2-1;BURE;100;3;
8829;BP 2245;2.1.A;2-1;BURE;100;3;
8845;BP 3120;2.1.A;2-1;BURE;100;2;
8846;BP 3121;2.1.A;2-1;BURE;100;1;
8847;BP 3124;2.1.A;2-1;BURE;130;2;
8848;BP 3125;2.1.A;2-1;BURE;80;1;
8857;BP 3143;2.2.A;2-2;BURE;80;2;
8858;BP 3144;2.1.A;2-1;BURE;95;6;
8859;BP 3220;2.1.A;2-1;BURE;380;5;
8862;BP 3223;2.1.A;2-1;BURE;100;1;
8863;BP 3224;2.1.A;2-1;BURE;30;2;
8864;BP 3225;2.1.A;2-1;BURE;100;1;
8865;BP 3226;2.1.A;2-1;BURE;;3;
8873;BP 3234;2.1.A;2-1;BURE;90;2;
8874;BP 3235;2.1.A;2-1;BURE;80;1;
8876;BP 3237;2.1.A;2-1;BURE;100;3;
8879;BP 3240;2.8.D;2-8;BURE;50;1;
8880;BP 3241;2.1.A;2-1;BURE;50;2;
8882;BP 3243;2.1.A;2-1;BURE;70;3;
8883;BP 3244;2.1.A;2-1;BURE;150;3;
8884;BP 3245;2.1.A;2-1;BURE;50;2;
8901;BP 4121;2.1.A;2-1;BURE;110;3;
8903;BP 4126;2.1.A;2-1;BURE;235;7;
8904;BP 4127;2.1.A;2-1;BURE;145;2;
8905;BP 4128;2.1.A;2-1;BURE;105;4;
8906;BP 4129;2.1.A;2-1;BURE;200;2;
8907;BP 4131;2.1.A;2-1;BURE;190;4;
8908;BP 4132;2.1.A;2-1;BURE;80;3;
8909;BP 4133;2.1.A;2-1;BURE;80;1;
8910;BP 4134;2.1.A;2-1;BURE;85;7;
8911;BP 4136;2.1.A;2-1;BURE;40;1;
8913;BP 4138;2.1.A;2-1;BURE;40;3;
8914;BP 4139;2.1.A;2-1;BURE;80;1;
8915;BP 4140;5.4.A;5-4;BIBL;310;7;
8916;BP 4142;2.1.A;2-1;BURE;100;4;
8917;BP 4143;2.1.A;2-1;BURE;100;2;
8918;BP 4144;2.1.A;2-1;BURE;60;2;
8919;BP 4145;2.1.A;2-1;BURE;50;3;
8920;BP 4221;2.1.A;2-1;BURE;240;4;
8924;BP 4227;2.1.A;2-1;BURE;;1;
8925;BP 4229;2.1.A;2-1;BURE;85;6;
8926;BP 4230;2.1.A;2-1;BURE;;1;
8929;BP 4232;2.2.A;2-2;BURE;360;7;
8930;BP 4235;2.1.A;2-1;BURE;50;4;
8931;BP 4237;2.1.A;2-1;BURE;60;3;
8934;BP 4240;2.1.A;2-1;BURE;170;3;
8936;BP 4242;2.1.A;2-1;BURE;50;3;
8937;BP 4243;2.1.A;2-1;BURE;80;3;
8938;BP 4245;2.1.A;2-1;BURE;250;6;
8950;CH A1 428;3.5.0;3-5;LABO;;3;
8954;BS 063;2.1.A;2-1;BURE;100;1;
8956;BS 021;3.2.0;3-2;LABO;200;2;
8958;BS 246.B;2.1.A;2-1;BURE;100;2;
8967;BS 042;2.2.A;2-2;BURE;1520;16;
8969;BP 1236;2.1.A;2-1;BURE;150;2;
8991;BP 0142;2.8.A;2-8;BURE;100;1;
9056;SG 0215;2.8.A;2-8;BURE;70;2;
9110;SG 1231;2.1.B;2-1;BURE;260;4;
9141;SG 2210;2.2.A;2-2;BURE;250;9;
9161;SG 3302;2.8.D;2-8;BURE;80;1;
9162;SG 3303;2.1.A;2-1;BURE;80;2;
9166;SG 3311;2.1.A;2-1;BURE;100;1;
9167;SG 3312;2.1.A;2-1;BURE;30;1;
9168;SG 3313;2.1.A;2-1;BURE;;1;
9169;SG 3315;2.1.A;2-1;BURE;60;1;
9170;SG 3316;2.1.A;2-1;BURE;100;1;
9176;AAB 0 01;2.1.A;2-1;BURE;360;7;
9177;AAB 0 05;2.1.A;2-1;BURE;50;1;
9179;AAB 0 09;2.1.A;2-1;BURE;;3;
9182;AAB 0 15;2.1.A;2-1;BURE;200;2;
9183;AAB 0 17;2.1.A;2-1;BURE;100;3;
9185;AAB 0 21;2.1.A;2-1;BURE;280;3;
9186;AAB 0 23;2.1.A;2-1;BURE;100;3;
9187;AAB 0 25;2.1.A;2-1;BURE;100;3;
9188;AAB 0 02;2.1.A;2-1;BURE;200;2;
9189;AAB 0 08;2.1.A;2-1;BURE;100;1;
9191;AAB 0 14;2.1.A;2-1;BURE;300;3;
9192;AAB 0 18;2.1.A;2-1;BURE;300;6;
9193;AAB 0 22;2.1.A;2-1;BURE;300;3;
